"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"_Eric_Robinson","NFL/CFB/Atlanta Falcons writer for @TheFalcoholic,  @NFLMocks, @1340AMFOXSports, @Breaking_FB, @LSports101. @TheScoutAcademy student.",77422,1591,825,685,NA,"Eric Robinson",2009-08-03 14:30:34,FALSE,FALSE,"_Eric_Robinson","Charlotte, North Carolina ","en","62527066",78,FALSE,"http://pbs.twimg.com/profile_images/970482291704303619/DpLaVywy_normal.jpg"
"alborus","Gracias a Dios no soy mamerto",8511,961,7140,1738,NA,"Al B",2009-08-15 02:39:49,FALSE,FALSE,"alborus","Mars","en","65804361",3,FALSE,"http://pbs.twimg.com/profile_images/818118515714654208/DBA9C57Y_normal.jpg"
"Bellaguaitolini","027 || beyond the waves I lookÌ†ºÌºéÌ†ΩÌ¥•Ì†ΩÌ¥õÌ†ºÌºä|| Ì†ºÌøÑ‚Äç‚ôÄÔ∏è",8068,1274,14088,951,NA,"GUAITOLINIÌ†æÌµÄ",2016-10-11 02:33:19,FALSE,FALSE,"Bellaguaitolini","Vila Velha, Brasil","pt","785669579859234817",0,FALSE,"http://pbs.twimg.com/profile_images/966308202051784705/CI1Xdk3l_normal.jpg"
"JimCaldwell12","married, heterosexual conservative with no desire to see big government take over in America",11493,267,19436,199,NA,"Jim Caldwell",2015-04-24 21:57:00,FALSE,FALSE,"JimCaldwell12","Arlington, Texas","en","3171375289",0,FALSE,"http://pbs.twimg.com/profile_images/591776393224007680/i79AbPOf_normal.jpg"
"doug_brownie","Shaping America's Youth. Florida faithful. #GatorGrad Ugly Gang. 37% nice guy. Ì†ΩÌµπXBL: dougbrownie",5990,503,715,540,NA,"oh hai mark.",2013-09-11 22:02:56,FALSE,FALSE,"doug_brownie","","en","1855591753",17,FALSE,"http://pbs.twimg.com/profile_images/670303359174340608/WWRSfbcX_normal.jpg"
"Absolutelypdcst","Your favorite drag podcast ‚ú® Subscribe on itunes and soundcloud for episodes every other week!!",1471,298,1960,229,"https://t.co/jGkkK9QV3s","ABSOLUTELY Ì†ºÌøÅ",2016-12-10 05:00:12,FALSE,FALSE,"Absolutelypdcst","","en","807449814019543040",9,FALSE,"http://pbs.twimg.com/profile_images/951139288309170176/7NOAJLen_normal.jpg"
"PAntonioVieira1","Carioca, apreciador de boas pol√≠ticas p√∫blicas e humanas para o desenvolvimento.",253,2,9,18,NA,"P. Antonio Vieira",2017-10-06 16:20:38,FALSE,FALSE,"PAntonioVieira1","","pt","916337411038285824",0,FALSE,"http://pbs.twimg.com/profile_images/965359482011299841/b2d9CP6b_normal.jpg"
"caseykellyxo","",9197,616,16291,596,NA,"Casey Kelly‚ú®",2013-01-07 23:16:51,FALSE,FALSE,"caseykellyxo","London, England","en","1069420944",3,FALSE,"http://pbs.twimg.com/profile_images/960267191957508096/oXD6pWKq_normal.jpg"
"ErinOfAlaska","Love my state. Love my cats. Part of the #Resistance. Retweets = of interest, not necessarily endorsement. That‚Äôs Denali in the background.",70347,228,1570,251,NA,"The Cats Serf",2017-01-28 18:43:21,FALSE,FALSE,"ErinOfAlaska","Alaska, USA","en","825413974086737921",3,FALSE,"http://pbs.twimg.com/profile_images/832696492213231617/hhweWCE4_normal.jpg"
"emilyAYYlon","Miami '21",2950,165,18388,333,NA,"Emily Eylon",2013-12-20 20:55:02,FALSE,FALSE,"emilyAYYlon","","en","2255513600",0,FALSE,"http://pbs.twimg.com/profile_images/879479335236907014/RHM9hZn0_normal.jpg"
"mykneeguide","Arthritis and knee replacement support and education. iPhone app | website | tweets from Dr. Brian Hatten, orthopedic surgeon. #mHealth",35423,8324,26473,2891,"https://t.co/K3vWpxrEck","My Knee Guide",2013-03-13 16:01:49,FALSE,FALSE,"mykneeguide","Daytona Beach, Florida, USA","en","1264799124",482,FALSE,"http://pbs.twimg.com/profile_images/544282880155742208/BKdh15Co_normal.png"
"ANDYyuzu0904","‚ô°TRUSTRICK‚ô°„Åï„Éº„ÇÑ‚ô°„ÅÇ„Éº„Å°„ÇÉ„Çì‚ô°Vell„Å°„ÇÉ„Çì‚ô°Ank Rouge‚ô°Q-pot.‚ô°Disney‚ô°„Åø„ÇÑ„Åã„Çè„Åè„Çì‚ô°",2835,307,4413,1030,"https://t.co/pRSVEhi2O4","„ÇÜ„Åö",2016-01-30 04:16:31,FALSE,FALSE,"ANDYyuzu0904","„ÇÜ„ÇÅ„ÅÆ„Åè„Å´","ja","4833396115",1,FALSE,"http://pbs.twimg.com/profile_images/927246657946714112/5Ui0RAE0_normal.jpg"
"EzBrz","Providing Domains, Web Hosting & Content Management Services and Award Winning 24/7 support while sharing life's adventures.",77828,6264,6886,6230,"https://t.co/Kb5YgUpl2m","EzBrz",2009-05-18 17:40:12,FALSE,FALSE,"EzBrz","Las Vegas, Nevada","en","40922810",147,FALSE,"http://pbs.twimg.com/profile_images/378800000399505660/2bc99e9dcf54e9e5b6e21671705173fb_normal.jpeg"
"NewswithRachel","Stints in international news wires across the globe covering finance,economics, general and politics.With newspaper, magazine and online reporting experience.",59345,482,4,592,"https://t.co/B86zK5EELr","Rachel Middleton",2015-08-12 01:12:27,FALSE,TRUE,"NewswithRachel","Canary Wharf, London","en-gb","3416635955",65,FALSE,"http://pbs.twimg.com/profile_images/727693302301077504/3C-r_XGm_normal.jpg"
"gredyforarii","#MetaMoro Ì†ºÌøπÌ†ΩÌ≤ú 24.02.18,ho avuto davanti Fabrizio Moro e mi ha preso la mano.Poi mi sono persa nel suo abbraccio.",71381,1003,94325,517,"https://t.co/Rs4gQiEF53","HO ABBRACCIATO FABRIZIO.Ì†ΩÌ≤ú",2016-07-10 15:35:39,FALSE,FALSE,"gredyforarii","Dangerous Woman Tour","en","752164389659222017",8,FALSE,"http://pbs.twimg.com/profile_images/969751681071308800/Ah7Tl4Ut_normal.jpg"
"CatrinaHot","support worker in homelessness sector, mother of 1, festival goer, drum n bass head, loves travelling and having fun, big mma fan",1562,179,3102,741,NA,"Toni Catrina",2013-07-25 18:50:11,FALSE,FALSE,"CatrinaHot","London","en-gb","1621016292",4,FALSE,"http://pbs.twimg.com/profile_images/806538890765103104/tZChOiGX_normal.jpg"
"mysamples","My Free Product Samples was started in 2006 by an awesome husband & wife couple who loved getting free samples and wanted to share freebies with everyone!",113124,1748,0,14,"http://t.co/65aQpFBw4l","MyFreeProductSamples",2009-10-21 05:22:48,FALSE,FALSE,"mysamples","Utah","en","84007467",48,FALSE,"http://pbs.twimg.com/profile_images/1875646784/Official_Logo_Button_normal.jpg"
"Chick_n_kicks","I'm back & I'm better.... Ì†ΩÌ∏è Ì†ΩÌ±ª chick.nkicks IG:chick_n_kicks2 #cowboynation",7222,657,1552,513,NA,"Ì†ΩÌ±ëMirella",2015-12-07 01:12:21,FALSE,FALSE,"Chick_n_kicks","Las Vegas, NV","en","4480713312",4,FALSE,"http://pbs.twimg.com/profile_images/971166041513476099/xerY7L6D_normal.jpg"
"MassiCristal","√âlectron libre‚ú®Fly me to the moon.Ì†ºÌ∑ªÌ†ºÌ∑™ Wanderluster.",11978,455,2814,2081,NA,"Massi Cristal",2010-02-22 15:32:44,FALSE,FALSE,"MassiCristal","Amsterdam, The Netherlands","en","116470737",4,FALSE,"http://pbs.twimg.com/profile_images/970623239071428608/cgokYPjY_normal.jpg"
"FluPonCoupon","Free Flu Shot Discount Coupon - Use this ‚ÄúFlu-pon‚Äù discount coupon to save up to 30% on a flu shots",14791,3714,233,3820,"http://t.co/zF5k6yVKZF","Flu-Pon",2012-11-03 14:29:40,FALSE,FALSE,"FluPonCoupon","","en","923339203",15,FALSE,"http://pbs.twimg.com/profile_images/2801425898/3f6cad4366830eaf755208ecb1e01bd6_normal.png"
"Guerreiro_FFC","Fluminense eu sei, at√© a morte, contigo estarei. Haja o que houver, onde quer que eu v√°, comigo vou levar as cores que herdei, verde branco e gren√°",87915,2832,38188,1667,"https://t.co/I5LzCCET69","FLUZ√ÉO",2012-03-01 16:34:35,FALSE,FALSE,"Guerreiro_FFC","Rio de Janeiro https://www.instagram.com/guerreiro_ffc/","pt","510492290",27,FALSE,"http://pbs.twimg.com/profile_images/925780684190429192/wTnickqE_normal.jpg"
"EuJuanzito007","T√¥ aqui pra zuar ...",1239,179,401,192,NA,"Juan Di Marino",2017-05-05 15:03:05,FALSE,FALSE,"EuJuanzito007","","pt","860510165862408193",1,FALSE,"http://pbs.twimg.com/profile_images/860521332362162176/JZyAn16p_normal.jpg"
"madmauves","mauve[s] more.",141,47,137,185,"https://t.co/bA3oycoXIy","madmauves",2018-02-02 08:15:39,FALSE,FALSE,"madmauves","house.","en","959339517302976512",0,FALSE,"http://pbs.twimg.com/profile_images/959342906044833792/sMsMFWpp_normal.jpg"
"wahoolaura","Talk to me about cats",11666,476,15661,1308,NA,"Laura‚ìã",2012-06-14 19:24:43,FALSE,FALSE,"wahoolaura","","en","608419108",3,FALSE,"http://pbs.twimg.com/profile_images/904130780254920705/pQbpdviC_normal.jpg"
"caualuz05","um cara interessante",594,81,2636,357,NA,"c a u √£ Ì†ºÌ∑≠Ì†ºÌ∑∫",2013-01-30 01:49:40,FALSE,FALSE,"caualuz05","setor sul , Maracan√£","pt","1132647218",0,FALSE,"http://pbs.twimg.com/profile_images/967542135066169346/fJ1HDPLF_normal.jpg"
"Provie98","Almost heaven in WV but still love my country music. Advice always given even if you don't ask for it.",17970,317,322,508,NA,"Amber",2009-03-18 12:56:40,FALSE,FALSE,"Provie98","WV","en","25067113",14,FALSE,"http://pbs.twimg.com/profile_images/930954907091456000/sL8XvM2i_normal.jpg"
"COPD_research","A bot that retweets the tag #COPD Use the tag to reach out to followers. Own tweets may occur.",44270,875,2,7,NA,"COPD_research",2015-12-09 10:39:52,FALSE,FALSE,"COPD_research","","sv","4425663027",161,FALSE,"http://pbs.twimg.com/profile_images/674555863798063104/X15ZKaXG_normal.jpg"
"sweeetbea","Jersey girl now in FL. Love to snark Real Housewives -blocked by 8 (JZ, CM, Dina, Tree, Dirty D, HD, TA, KZ & non-hw Ashlee) & a couple bloggers too ;-)",307214,3060,1442,1496,NA,"Bea",2009-02-01 22:05:31,FALSE,FALSE,"sweeetbea","I miss you, NJ","en","19879777",104,FALSE,"http://pbs.twimg.com/profile_images/853673234738405378/HNXDQCEV_normal.jpg"
"ChrisWasselDFS","Host Fantasy Hockey X and The Program, write for Dobberhockey, FanVice, Sporting News, FanTrax, Sportsology, FSWA +++",201106,11498,37213,5939,"https://t.co/aDfqAQOwsc","Chris Wassel",2008-05-18 07:07:39,FALSE,FALSE,"ChrisWasselDFS","Rahway, New Jersey","en","14818703",481,FALSE,"http://pbs.twimg.com/profile_images/482302301214740480/uKg8jLHq_normal.jpeg"
"kaw0shinji","sarah // 19 // she/her //OVW ‚á¢ r76 // FFXV // MCU ‚á¢ stucky // IG: kaw0shin // GBF: 17243837 // PSN: kaw0shinji_ // priv: @itshamtarotime // @humblecowpoke ‚ù§Ô∏è",5329,110,10897,462,"https://t.co/dDSu3pqyLu","sarah‚òÜ!@ ‚Äé‡∏Ö^‚Ä¢Ôªå‚Ä¢^‡∏Ö",2016-08-08 00:24:23,FALSE,FALSE,"kaw0shinji","Canton, OH","en","762444307609509892",0,FALSE,"http://pbs.twimg.com/profile_images/961431296508682240/DkrIYtgy_normal.jpg"
"gabiikena","Problem Solver-¬≠In-¬≠Chief @IBS_Namibia",96,1155,127,566,"https://t.co/miowmudxtY","gabiikena",2015-09-07 22:23:30,FALSE,FALSE,"gabiikena","Etosha National Park High Palace","en","3581328922",46,FALSE,"http://pbs.twimg.com/profile_images/939565059776372736/Uw1fVA-M_normal.jpg"
"th0tumn","get away from me",6326,127,981,110,NA,"Autumn",2016-05-07 22:00:07,FALSE,FALSE,"th0tumn","Tejas","en","729068318506684416",0,FALSE,"http://pbs.twimg.com/profile_images/961435148435836929/rTgd3B09_normal.jpg"
"_lycheemonster","humanimal genderflux, they\it pronouns / BA Lib Arts & forever scholar / fandom tertiary / philosophy of plasmatics / prev. Lycheemonster [icon by delgrotto]",51437,564,42868,800,"https://t.co/2gfFBRRZ0j","beast Arcanum",2009-06-19 18:21:46,FALSE,FALSE,"_lycheemonster","Olympia, WA","en","48783308",26,FALSE,"http://pbs.twimg.com/profile_images/966007188702429184/hKUzizzO_normal.jpg"
"KyoAkai","",1703,79,1240,188,"https://t.co/RKRaCgE1DL","FeniX",2011-09-15 10:55:08,FALSE,FALSE,"KyoAkai","","it","373895224",1,FALSE,"http://pbs.twimg.com/profile_images/963531648779325440/OgXfhy41_normal.jpg"
"sdprobation","San Diego County Probation Department",513,1080,71,60,"http://t.co/r38EVzYnOV","Probation Department",2009-02-27 17:59:25,FALSE,FALSE,"sdprobation","San Diego","en","22167582",45,FALSE,"http://pbs.twimg.com/profile_images/960675705775276034/dMxZBupu_normal.jpg"
"NickArmitag5","Former commis-chef. Retired centre-half. MTBer, skier, semi-deaf EDM afficianado. Scientist. Republican. Atheist. Almost veggie. Views mine not my workplace's",63,217,6190,469,NA,"Nick Armitage",2013-03-09 23:40:59,FALSE,FALSE,"NickArmitag5","European Union","en","1255646983",2,FALSE,"http://pbs.twimg.com/profile_images/426463453218623494/s5kK6cIj_normal.jpeg"
"AnaBeat852","25/05/2017_ 18/01/2018 Ì†ΩÌ∏á‚ù§// BXX7Ì†ºÌΩÄ//FLAMENGO// 15 aninhos",2625,516,1795,1048,NA,"bea nunesÌ†ΩÌ≤õ",2017-02-04 15:43:14,FALSE,FALSE,"AnaBeat852","Fonte Grande, Vit√≥ria","pt","827905362170875904",0,FALSE,"http://pbs.twimg.com/profile_images/971119213984313345/I-uNmEkT_normal.jpg"
"MrsJazzyS","1-on-1 consultations, a party with friends, makeup tips,skin care advice. Prefer to shop online, order by e-mail or phone. Let‚Äôs talk!",24106,238,2,575,"http://t.co/3b4G01geL8","Shannon Hamilton",2009-08-30 20:57:35,FALSE,FALSE,"MrsJazzyS","Euclid, OH","en","70212518",0,FALSE,"http://pbs.twimg.com/profile_images/378800000202449310/c13a4709a46cff4738fe652d125f5838_normal.jpeg"
"PotStoner","",81988,1466,2270,775,NA,"RNM",2010-07-27 00:04:44,FALSE,FALSE,"PotStoner","","en","171274435",8,FALSE,"http://pbs.twimg.com/profile_images/967844062064726016/2Ypv_2QH_normal.jpg"
"Cxnner97","",20261,2195,26522,139,NA,"Conner",2011-12-11 22:10:23,FALSE,FALSE,"Cxnner97","West Yorkshire, England","en","434465246",8,FALSE,"http://pbs.twimg.com/profile_images/692681636186558464/xCKgj5xW_normal.jpg"
"NTACHC","The North Texas Area Community Health Centers provide a wide range of affordable medical services to the residents of Tarrant County",209,89,12,440,"http://t.co/Nis1u1QI","NTACHC",2012-12-17 19:09:38,FALSE,FALSE,"NTACHC","Tarrant County, Texas","en","1018119170",14,FALSE,"http://pbs.twimg.com/profile_images/966701171254575104/TA1ScRYd_normal.jpg"
"sunnyk8quist","Philanthropic Services for Grant-Funded Programs @Wipfli_LLP                       Board Member @HeartlandFS        Tweets are my own.",143174,1327,225,1167,"http://t.co/4aIct1dO37","Kate Atkins",2014-07-16 22:47:43,FALSE,FALSE,"sunnyk8quist","Madison, WI","en","2652182610",1224,FALSE,"http://pbs.twimg.com/profile_images/489553252204036098/MbdHGXeG_normal.jpeg"
"Tuvicakinde","A graduate of Animal Production and Health from Ladoke Akintola univerisity of Technology,ogbomoso.  Fan of manchester united football club",1306,294,784,623,NA,"Oladeji victor",2013-01-22 15:34:59,FALSE,FALSE,"Tuvicakinde","osun state,nigeria","en","1111851794",1,FALSE,"http://pbs.twimg.com/profile_images/938502030976540673/av0pHjQU_normal.jpg"
"f_batista23","",1002,20,231,47,NA,"Felipe Batista ‚ó§‚ú†‚ó¢",2017-03-08 19:40:04,FALSE,FALSE,"f_batista23","","pt","839561373642260481",0,FALSE,"http://pbs.twimg.com/profile_images/950484176989556738/SfEiuOJh_normal.jpg"
"fudgemacfarlane","I may grow old but I'll never grow up",1609,42,12,76,NA,"marion anderson",2009-10-23 15:56:21,FALSE,FALSE,"fudgemacfarlane","new jersey USA","en","84623682",0,FALSE,"http://pbs.twimg.com/profile_images/571694826380533761/Gg-lGRdB_normal.jpeg"
"TraceyHuntRN","Mother of 2 ,lifelong learner, member of Qalipu, R.N for Infection Prevention & Control, University student ;interested in health ,finance & business.",2955,709,1223,2120,NA,"Tracey Hunt RN,CIC",2012-03-20 23:14:30,FALSE,FALSE,"TraceyHuntRN","Corner Brook NL","en","531728957",27,FALSE,"http://pbs.twimg.com/profile_images/904443454251560961/t35rllrs_normal.jpg"
"jess_i_am","Research associate studying microbial influence on health and disease. Opinions my own.",3746,511,3727,1033,NA,"Jessica McCann",2009-04-14 01:11:39,FALSE,FALSE,"jess_i_am","Chapel Hill NC","en","31014783",39,FALSE,"http://pbs.twimg.com/profile_images/844647523012808704/zCLjtn1O_normal.jpg"
"cyberwulfe74","Gaming News Gaming Technology Weird Humor Technology Tech News",609,36,1677,150,NA,"Cyberwulfe",2017-10-28 12:29:18,FALSE,FALSE,"cyberwulfe74","","en","924251729746694144",0,FALSE,"http://pbs.twimg.com/profile_images/924391801447944192/QkNUkBHr_normal.jpg"
"perksofbeinggod","Embrace your evil. I‚Äôm probably older than you. #imnotwhite #iameviltho #twitterdoyourthing",3615,255,3624,159,"https://t.co/LLaLE0Rj6A","Weirdo KÌ†ΩÌ±π",2017-11-11 05:06:56,FALSE,FALSE,"perksofbeinggod","Hell","en","929213834027503616",1,FALSE,"http://pbs.twimg.com/profile_images/970913218611896320/DB6aqsXZ_normal.jpg"
"arnyh10","19 Ì†ΩÌ±ë Fulltime fangirl.  I'm not addicted to coffee , we're just in a commited relationship.",3578,463,978,463,"https://t.co/aPgOA4VoIV","a r n a g l y s Ì†ºÌºª",2012-12-23 21:17:29,FALSE,FALSE,"arnyh10","","es","1031345994",1,FALSE,"http://pbs.twimg.com/profile_images/949663138751897600/fhRKU2Qg_normal.jpg"
"vietals","Official Vietals¬Æ twitter account. Visit https://t.co/SvDYREtNL5",5671,2423,1,52,"https://t.co/SvDYREtNL5","Vietals",2012-12-28 01:24:23,FALSE,FALSE,"vietals","Worldwide","en","1041025056",4,FALSE,"http://pbs.twimg.com/profile_images/810516338074599425/U0epQoIy_normal.jpg"
"BPelsted","Retired but not old",444,16,1721,101,NA,"Binky Pelsted",2013-10-09 22:47:45,FALSE,FALSE,"BPelsted","Pacific Northwest","en","1950243326",0,FALSE,"http://pbs.twimg.com/profile_images/881898475687878656/oy5ITlYG_normal.jpg"
"aikidopony","Music, Art, Aikido, Astrology, Sewing, Rabbits, Ponies!",2392,330,13776,570,"http://t.co/SoSn0n88Ib","Ariel Williams",2013-06-08 03:39:01,FALSE,FALSE,"aikidopony","Atlanta, Georgia","en","1491873762",6,FALSE,"http://pbs.twimg.com/profile_images/963282492034662401/ZnV_nxN5_normal.jpg"
"Cadu_Gu","Sincero at√© D+ / F√£ de MotoGP(Rossi, Franky) & MMA(Jon Jones, Fedor, Royce, Marco Ruas, GSP, Cerrone, Shogun, Werdum, Demian Maia, Dan Henderson, CroCop) Ì†ΩÌ¥¥‚ö´‚ö™",13619,45,8645,194,NA,"Cadu GU_ _N",2013-08-19 19:58:36,FALSE,FALSE,"Cadu_Gu","BRASIL","pt","1684071122",0,FALSE,"http://pbs.twimg.com/profile_images/970632420918734849/1B50hptq_normal.jpg"
"ErniCharlie90","Nice to meet you all",506,3547,409,3734,NA,"Erni Charlie",2017-12-07 16:22:15,FALSE,FALSE,"ErniCharlie90","Buton, Sulawesi Tenggara","id","938805865238237184",0,FALSE,"http://pbs.twimg.com/profile_images/971103891449307136/7eUXbeQP_normal.jpg"
"yabadegreatNRCS","The official account of YABADEGREAT Detachment - a constituent of Nigerian Red Cross Society in YABA COLLEGE OF TECHNOLOGY.",50,7,59,43,NA,"Nigerian Red Cross S",2018-03-05 15:48:00,FALSE,FALSE,"yabadegreatNRCS","Lagos, Nigeria","en","970687377495744513",0,FALSE,"http://pbs.twimg.com/profile_images/970827414489255937/yKneqkqj_normal.jpg"
"sawyer_hinkley","Don't do wifey shit for a fuck boy Ì†ΩÌπÉ",12347,737,11525,565,NA,"Ì†ΩÌ≤òMama SawSawÌ†ΩÌ∏ä",2015-04-25 01:44:16,FALSE,FALSE,"sawyer_hinkley","Springtown, TX","en","3171443088",2,FALSE,"http://pbs.twimg.com/profile_images/967255232844529664/nHrbLTa-_normal.jpg"
"aindap","I'm a tall drink of water. I like human genetics, Python, swimming, Arizona, Phoenix Suns. Proud @UofA alum. Views are my own.",7588,470,2352,824,"https://t.co/xBUaNSmcw3","Amit Indap Ì†ºÌøäÌ†ºÌøΩ",2008-11-15 04:27:29,FALSE,FALSE,"aindap","","en","17402097",60,FALSE,"http://pbs.twimg.com/profile_images/64626261/tiger_normal.jpeg"
"meFiun","*-≈ël≈±yorum ≈ëlƒónlƒór√≠n yƒór√≠nƒó-* //     
                                  Kƒ±sasa Kƒ±sas..
   A√á√ú Ì†ºÌæì",957,2482,21440,1845,"https://t.co/3kqlrerlKB","Melik Fƒ±rat Una√ß",2015-05-31 03:36:26,FALSE,FALSE,"meFiun","","tr","3304316123",1,FALSE,"http://pbs.twimg.com/profile_images/953305291461931008/_M1H3sDZ_normal.jpg"
"crusaderten","PANDA WANKER",27912,369,7863,461,NA,"Mark Gardner",2013-09-15 15:35:38,FALSE,FALSE,"crusaderten","London England","en-gb","1868138472",10,FALSE,"http://pbs.twimg.com/profile_images/955884940993933312/RfOKth29_normal.jpg"
"salvadordez","Divulga√ß√£o de Eventos, Bandas e Casas de Show - Sigam @EduardoSpek - http://t.co/BMcBLl8a",148558,2638,1,2,"http://t.co/w3AXpo62xM","Portal Salvador Dez",2009-04-24 17:42:35,FALSE,FALSE,"salvadordez","Teh internets","pt","34986682",15,FALSE,"http://pbs.twimg.com/profile_images/2344788079/0lyl9fb2baxtz7bnj1yw_normal.jpeg"
"BENEFITS_NEWS","Sick of #ToryLies and abuse of sick / disabled / pensioner / non working. WE SUPPORT CORBYN!!   #JC4PM  NO TROLLS!  #ToriesOut",171870,8777,53722,5926,NA,"BENEFITS NEWS",2016-01-30 04:14:49,FALSE,FALSE,"BENEFITS_NEWS","United Kingdom","en-gb","4862582645",165,FALSE,"http://pbs.twimg.com/profile_images/926244092404797440/h0mC2jUg_normal.jpg"
"Larry_UMN","Parent, vet, degrees thanks to (socialist or earned?) GI bill. Equality and opportunity for all.",88827,727,23902,453,NA,"Larry",2012-11-19 00:38:59,FALSE,FALSE,"Larry_UMN","","en","956472636",101,FALSE,"http://pbs.twimg.com/profile_images/378800000690546473/7941dd1a18cc55729318b47fc7f0222a_normal.jpeg"
